start	end	text
5012860	5020220	para no decir cualquier cosa. Adelante candidato. Primero qué bonito comías y bebías con Evo Morales,
5020220	5025860	ahí está la foto y gracias a eso tuviste el perdonazo, el indulto que te dieron de tu juicio
5025860	5031260	para habilitarte como candidato, aquí está la prueba y la otra prueba aquí está los dos
5031260	5039820	concejales de UCS que tú lo tienes ahí protegidos y azocapando el transfugio y que ahora ese es el
5039820	5044180	parlamento que vamos a tener de transfugio, de traidores, eso era lo que quiere Bolivia.
5046220	5050980	Adelante candidato. Quien habla de traidores, no decías tenemos los dos mejores candidatos
5050980	5056100	desesperado por Evo sea tu candidato, tú has traicionado a Santa Cruz, Santa Cruz te está
5056100	5061780	viendo, te debería dar vergüenza decirle eso a la población cruceña, tú crees que te volverían
5061780	5067700	a elegir alcalde nunca más y esos dos concejales pues no están de acuerdo con la forma de actuar,
5067700	5073980	yo creo que en democracia tienes que respetar a tu gente y no decirles o mandales como si fueran
5073980	5079940	tus pongos. Muy bien muchas gracias es el turno del candidato Jorge, tú tú quiero ver para preguntarle
5079940	5085140	a Manfre red de Villa por favor quince segundos tema económico. Gracias nuevamente lo que quieren
5085140	5091460	los bolivianos en medio de la angustia que hacemos para adelante, Manfre con tu experiencia de gobernador
5091460	5097740	de alcalde, ¿cómo ves la implementación de la autonomía y un nuevo pacto fiscal? Bueno yo veo
5097740	5103540	muy bien porque lo más importante hoy que pena que no hemos podido profundizar las autonomías en
5103540	5110500	nuestro país, las autonomías han estado secuestradas lamentablemente y es urgente que hagamos un pacto
5110500	5115900	fiscal porque necesitamos más recursos a las regiones, no te olvides que las alcaldías tienen
5115900	5121580	una misión transversal porque ven desde servicios básicos, educación, salud, entonces van a
5121580	5128140	estar contentos, yo creo que es importante fortalecer profundizar las autonomías y darles esa
5128140	5136860	potestada a las regiones para que trabajen en las competencias que hoy tiene. Manfre de la autonomía
5136860	5143460	total que estamos planteando es audaz y lo que le estoy planteando a los bolivianos es vayamos a
5143460	5150780	descentralizar a los gobiernos locales y regionales la salud, educación y seguridad. Si hacemos eso
5150780	5155580	como lo estamos planteando tú sabrás quién cura a tus enfermos, quién educa tus hijos,
5155580	5162580	quién te da seguridad en las calles, en el lugar en el que vives, eso es 62% a los gobiernos locales,
5162580	5170380	38% para el gobierno central, ¿te gusta esa propuesta de autonomía total e ir a fondo? Bueno tiene
5170380	5177700	que haber esa autonomía por eso yo he planteado no solamente darle el 50% sino además fortalecer el
5177700	5182860	fondo nacional de desarrollo regional para que tengan recursos para apalancar, para hacer
5182860	5188500	hospitales, unidades educativas y sean los de primer nivel y segundo nivel quién pague a sus
5188500	5193740	médicos sean las regiones, quién pague a sus médicos del tercer nivel sean las regiones,
5193740	5198980	las gobernaciones que tienen en su competencia, es decir hay que cambiar el tema de salud completamente.
5198980	5203620	Bien gracias candidato es el turno de las consultas de Samuel Doria Medina al candidato
5203620	5209300	manfred reyes Villadelante Samuel. Sí creo que es importante que aclares manfred el tema del
5209300	5215340	litio tú dices voy a vender anticipado 10.000 millones de dólares, tú sabes que un kilo de
5215340	5222700	litio cuesta 10 dólares no es como el oro que cuesta 100.000 dólares un kilo sólo 10 dólares.
5223700	5232620	Yo te puedo corregir el el que es acá yo tengo una carta una propuesta ya para 10.000 millones
5232620	5241060	de dólares y para vender la tonelada es decir tenemos 23 millones de toneladas y lo que estamos
5241060	5249380	haciendo es venderles a 10.000 dólares entre 10.000 y 12.000 dólares no en 10 dólares como tú
5249380	5259740	dices el kilo perdón kilo por eso estoy diciendo entre estamos hablando de en este momento de 10.000
5259740	5265620	dólares la tonelada te estoy diciendo no estoy diciendo el kilo la tonelada entonces yo creo que
5265620	5271020	realmente esos recursos nos van a permitir para estabilizar la economía de nuestra querida Bolivia.
5272020	5279020	Por eso lo que yo quiero es que entiendas que el litio no tiene un gran valor por volumen
5279020	5288340	10.000 dólares la tonelada significa 10 dólares el kilo y cuesta como unos cuantos kilos de arroz
5288340	5298020	un kilo de litio nadie te va a comprar mil millones de toneladas de litio y te va a pagar anticipado
5298020	5303100	alguien te compraría mil millones de toneladas de arroz para pagarte anticipado claro y eso es horror
5303100	5310340	ya están pagando ya lo han hecho con el gas vamos a entregar por eso mil toneladas un millón de
5310340	5315460	toneladas se va a vender y podemos entregar realmente la cantidad que ellos vayan recibiendo
5315460	5322900	conforme a las plantas que ellos quieran pero hoy todavía el litio es realmente un energético que se
5323060	5328780	puede vender ahora no vaya a ser que venga el sodio o que venga otro energético como el hidrógeno
5328780	5334860	ya nos valga es decir hemos pasado hemos dejado pasar el tren del litio cuando la la tonelada
5334860	5339700	costaba 80.000 dólares muchísimas gracias candidatos muchísimas gracias a manpra reyes
5339700	5343900	villa ha sido su turno de exponer su plan económico y que los diferentes candidatos
5343900	5349780	esta noche presentes en el primer debate presidencial televisivo después de 20 años le consulten es el
5349780	5354020	turno ahora de escuchar el candidato del movimiento al socialismo eduardo del castillo
5354020	5360260	candidato tiene tres minutos para exponerle el país su propuesta económica muy buena noche
5360260	5365740	nuevamente a todas y cada una de las familias bolivianas y hemos visto como los candidatos de
5365740	5370220	la derecha se dan algunos saltos para apoyarse en sus propuestas pero nosotros queremos decir
5370220	5374740	que no podemos dejarnos engañar a los jóvenes decirle que podamos platicar con nuestros padres
5374740	5380060	nuestras madres nuestros abuelos y preguntarle cuando la renovación que tengo aquí a la derecha
5380060	5385260	eran ministros de planificación y ministros de hacienda el salario básico de las familias
5385260	5391700	bolivianas era de 120 bolivianos hoy dicen que 2.750 bolivianos no te alcanzan yo les quiero
5391700	5397300	preguntar si 120 bolivianos les alcanzaban a sus padres en el pasado o cuando jorge tuto
5397300	5402500	quiroguera presidente de nuestro país el salario básico nuestro país rondaba entre los 400 y
5402500	5409300	los 430 bolivianos vendieron todo lo que teníamos nosotros las bolivianas y bolivianos y precisamente
5409300	5414500	a partir de ahí nació surgió y se levantó un nuevo instrumento el instrumento político del
5414500	5420740	movimiento al socialismo ese movimiento socialismo pasó el salario básico de 430 bolivianos a
5420740	5427220	2.750 bolivianos duplicó los itens de salud duplicó los itens de los maestros lo que ellos
5427220	5433940	hicieron en 180 años nosotros lo hicimos en menos de 20 años evidentemente hay muchas cosas que
5433940	5439380	debemos modificar pero las conquistas sociales que tanto luto sangre dolor y esfuerzo le ha
5439380	5444420	costado al pueblo boliviano no pueden venir a rebatarnos como nos las hicieron en el pasado
5444420	5450220	ahora bien el momento de apostar por nuevas ideas una renovación no de rostros no de caras no de
5450220	5456220	figuras sino un nuevo plantamiento para el país por eso nuestro plan de gobierno se llama bolivia
5456220	5462380	primero y bolivia primero es más salud es más educación más inversión más tramos carreteros
5462380	5467380	más programas más proyectos cuidando siempre nuestras conquistas sociales y dentro de ese
5467380	5473340	programa tenemos dos planes uno que es plata y el otro vida plata significa un plan un programa
5473340	5479540	para tener más liquidez y transformar la arquitectura económica y vida una visión inteligente de los
5479540	5484940	derechos ambientales en base del plan plata tenemos tres pilares fundamentales el agro la
5484940	5490420	minería y pero sobre todo también los hidrocarburos con plata vamos a traer aproximadamente
5490420	5495420	12 mil millones de dólares cada año a nuestro país y con vida vamos a traer aproximadamente
5495420	5500580	mil millones de dólares en nuestro país con los distintos pilares que tenemos dentro del
5500580	5505300	territorio nacional tenemos muchas propuestas la primera de ella la aprobación de los
5505300	5508980	financiamientos que se encuentran estancados en la asamblea legislativa el aumento de las
5508980	5513740	exportaciones tanto en la minería como en el agro modificación de al menos siete leyes la hemos
5513740	5519580	denominado el siete por cinco cambiar siete leyes en cinco cosas principalmente el lanzamiento
5519580	5524540	del crédito denominado vida que va a trabajar precisamente para las y los productores en
5524540	5528220	nuestro país algunas propuestas que hemos visto que se han copiado otros candidatos el
5528220	5533300	diferimiento de créditos pero sobre todo un alivio tributario para las familias bolivianas
5533300	5537860	porque sabemos que si mejoramos la capacidad quesitiva de la gente porque nosotros nos preocupa
5537860	5543300	el salario vamos a dinamizar la economía desde sus casas muchas gracias candidato el tiempo
5543300	5548780	ya terminado la primera consulta quince segundos por favor para eduardo del castillo yon inferno
5548780	5556380	se adelanta bueno parece interesante su propuesta pero yo lo invito háganlo ahora y al presidente
5556380	5561140	que de una vez ponga un decreto nacionalice los autos chuto y ferimiento de crédito es también
5561140	5566780	rápido hacerlo porque no lo hacen ahora porque vamos a esperar es cinco años en estado y allá haganlo
5568300	5573060	alcalde lamentablemente creo que no conoce como se administra el estado ambas propuestas que usted
5573060	5577980	acaba de citar no son con decreto supremo sino son con leyes aprobados por la asamblea legislativa
5577980	5584300	plurinacional precisamente eduardo y milán este binomio de complementariedad de armonía de oriente
5584300	5589660	occidente de campo ciudad juventud y experiencia y han presentado dos proyectos de ley dos iniciativas
5589660	5595100	legislativas al asamblea legislativa plurinacional donde precisamente el alcalde santa cruz tiene
5595100	5600380	una bancada le pedimos que su bancada si quiera aliviar el bolsillo a las familias bolivianas que
5600380	5604620	se sume a este proyecto que ha presentado el movimiento al socialismo para generar mayor
5604620	5610380	capacidad económica en las familias bolivianas mejorar su capacidad quesitiva porque sabemos que
5610380	5615380	así se va a dinamizar la economía y vamos a generar un alivio a la gente que nos ve en sus hogares
5617820	5624060	bueno esto vemos de que solamente lírico echarle la culpa a otro fue fácil el país está hecho
5624060	5628020	un desastre hay que arreglarlo hay que pensar en la gente más humilde hay que tomar medidas
5628020	5633940	inmediatas hay que recurrir también a impulsar la producción hay que ver de que los pequeños
5633940	5638740	y medianos empresarios tengan también participación dentro de zonas políticas de estado tenemos que
5638740	5645620	pensar ahora de que ya no es no hay nada atrás ya se hizo mal hay que corregirlo y lo vamos a corregir
5645620	5652820	nosotros alcalde nosotros como movimientos socialismo no le estamos echando la culpa a nadie ya
5652820	5658340	estamos trabajando para transformar la coyuntura de las familias bolivianas y hemos presentado
5658340	5663740	proyectos de ley nosotros no queremos esperar asumir el gobierno el 8 de noviembre con el apoyo de la
5663740	5668500	gente que se encuentra en su hogar en sus hogares en su fuente laboral escuchándonos ya estamos
5668500	5672620	trabajando por todos y cada uno de ustedes y es por eso que dentro nuestro plan de gobierno
5672620	5678060	bolivia primero vamos a convertir a bolivia en el corazón de las inversiones muchísimas gracias
5678060	5682780	candidatos es el turno de tuto quiroga pregunta por favor el candidato duardo el castillo
5684500	5692660	cree duardo que a seis semanas de elecciones se pueden tomar decisiones que comprometan al país por
5692660	5701740	décadas y yo creo que eso ya lo hicieron en el pasado cuando tenían una política de hacer
5701740	5707020	quebrar las empresas públicas en nuestro país y posteriormente rematarlas a precio de gallina
5707060	5714660	muerta cuando usted fue subsecretario del área económica en la década de los 90.992 no olvidemos
5714660	5719860	que las bolivianas y bolivianos teníamos una fábrica de póforos y las remataron en 1.9
5719860	5725620	millones de dólares y esto lo informaba Jorge Quiroga subsecretario de industria en ese entonces
5725620	5730500	lo que nosotros vamos a hacer es cuidar cada centavo de las bolivianas y bolivianos para
5730500	5735220	redistribuirlos que es algo que no les gusta a los políticos de derecha o los políticos
5735220	5740540	tradicionales la juventud viene renovada pero sobre todo para trabajar por las familias bolivianas
5740540	5744820	no como decía Samuel lo importante no es el salario lo más importante en nuestro país
5744820	5753220	no ten lo que hace Eduardo del Arcismo te habla de fósfores cuando no hay gas ni encendedores
5753220	5760340	va a quedar después de la destrucción de estos 20 años en concreto hoy día el gobierno que
5760340	5768820	representa Eduardo del Arcismo está tratando de forzar la aprobación de contratos de litio si
5768820	5775580	o no respaldas la aprobación de esos contratos en este congreso en estas seis semanas o que el próximo
5775580	5782340	gobierno lo haga como estamos planteando para hablar del tema litio primero debemos elaborar un
5782340	5787540	proyecto de ley sobre el tema de litio y hemos propuesto como movimiento al socialismo que tengamos
5787540	5793060	reuniones con los departamentos productores el departamento oruro y el departamento de potosí que
5793060	5797460	son los productores de litio en nuestro país regalías de al menos del 11 por ciento para estos
5797460	5802980	departamentos productores y la creación de un impuesto denominado el impuesto directo al litio y
5802980	5807460	sus derivados como se manejó de la mejor manera con el movimiento socialismo el tema del gas en su
5807460	5811940	momento antes que algunas personas elijan su propio camino lo haremos también con el litio con el
5811940	5816140	movimiento socialismo bien gracias candidato continuamos es el momento de las consultas del
5816140	5823020	candidato Samuel Doria Medina al candidato Eduardo del Castillo adelante de Samuel gracias a ver
5823020	5831260	Eduardo ha sido prácticamente cinco años ministro de gobierno de esta gestión del presidente Arce
5831260	5837580	que nos ha hecho retroceder 40 años en materia económica inflación y todos los problemas cómo
5837580	5846020	vas a salir de esa situación Samuel de ex ministro a ex ministro no hemos retrocedido 40 años porque
5846020	5852380	si hubiésemos retrocedido 40 años el salario básico nuestro país sería de 120 bolivianos cuando
5852380	5859100	usted era ministro aquí le alcanzan 120 bolivianos para poder vivir todo un mes y poder alimentar a
5859100	5865220	sus familias llevar a sus hijos a los colegios con el movimiento socialismo hemos dado saltos
5865220	5871060	cualitativos y cuantitativos en la historia de nuestro país retroceder sería volver a votar por
5871060	5875980	ustedes eso es lo que precisamente no quiere el pueblo boliviano en tres gobiernos fue cuando
5875980	5880580	tuvimos menos crecimiento en relación al pym nominal cuando usted era ministro teníamos
5880580	5886100	un crecimiento el 1.6 cuando Jorge tuto quiroga era presidente teníamos un crecimiento el 1.7
5886100	5890900	y de su aliada y anínez añas tuvimos un crecimiento del menos 8.7 por ciento tiempo por
5890900	5902980	favor adelante cuando cuando hemos retrocedido 40 años digo porque hemos gozado de estabilidad
5902980	5908620	hemos gozado de crecimiento muchos años pero en esta gestión de gobierno donde tú le decías
5908620	5915500	hermano lucho hasta hace un mes estamos otra vez los bolivianos preocupados con la inflación con
5915500	5921340	la escasez de productos con colas para todo y tú quieres seguir con la intervención del estado
5922540	5929340	samuel lo siguiente cuando usted era ministro de planificación endeudaron el país en relación
5929340	5934940	al pym nominal en un 70 por ciento de cada 100 bolivianos que teníamos las bolivianas y bolivianos
5934940	5939860	dentro del territorio nacional la poco recurso económico que el pym en relación a ustedes
5939860	5945500	era solamente de 5.000 millones que nosotros en el movimiento socialismo hemos palazado a 47.000
5945500	5951100	millones retroceder 40 años es vender todas las empresas como ya lo hicieron en el pasado cuando
5951100	5956660	vendían o remataban una empresa cada semana que les permanecía a todos y cada uno de ustedes
5956660	5961460	muchísimas gracias candidatos es el turno ahora y vamos avanzando esta noche nosotros en el primer
5961460	5967700	debate televisivo rumbo a la presidencia de bolivia en este año 2025 manfre reyes villas le pregunta
5967700	5974460	aduardo del castillo 15 segundos adelante por favor eduardo quisiera saber si tú seguirías con
5974460	5981780	la política que tiene industrialización con sustitución de importaciones con empresas estatales
5983060	5988980	y hemos visto alcalde que la mejor solución para con los bolivianos es seguir industrializando y
5988980	5993660	teniendo empresas eficientes evidentemente hay que hacer una reenginería de varias empresas dentro del
5993660	5999820	territorio nacional pero las empresas públicas están generando la gestión 2024 3.000 millones
5999820	6004780	de bolivianos en beneficio de todos y cada uno de ustedes que se encuentran en sus lugares eso
6004780	6010100	significa que eso es excedente ya no se va para familiares como en el pasado sino que se queda en
6010100	6015500	beneficio de todo el pueblo boliviano más salud más educación más bono coincido pinto para eliminar
6015500	6021580	la deserción escolar que era muy alta cuando ellos gobernaban más salud en beneficio de las
6021580	6027220	mujeres en nuestro país eso significa menor mortalidad y más familias felices para todas y
6027220	6034300	todos el gordo estás viendo la situación económica tenemos hoy un estado gigante por
6034300	6040660	eso es el déficit fiscal y la situación económica en la que nos encontramos yo creo que habría que
6040660	6047300	hacer una reenginería y repensar el tema de las empresas del estado lamentablemente el estado
6047300	6054140	tú y yo sabemos que no es el mejor administrador entonces creo que deberíamos pensar en hacer
6054140	6060020	alianzas públicas privadas en las empresas que son deficitarias para poder lograr una solución
6060020	6065780	económica del país precisamente eso fue lo que ofrecimos nuestro plan de gobierno denominado
6065780	6072380	bolivia primero hay empresa que están funcionando muy bien en beneficio de todos y cada uno de
6072460	6078060	es más excedente para los bolivianos y menos excedente para paraísos fiscales como empresa
6078060	6082380	offshore que tenían en panamá que algunos los candidatos que se encuentran presentes desviaban
6082380	6086580	los recursos de las bolivianas y bolivianos ya lo decía a empresas como boba genera
6086580	6092540	84 millones de utilidades cada año como fue la gestión 2024 y podría citar muchísimas que
6092540	6098180	quieren cerrar los otros candidatos muy bien muchísimas gracias esta noche juan carlos
6098180	6104420	nosotros hemos escuchado a todos y a cada uno de los candidatos dar a conocer su plan económico
6104420	6110500	pero además los otros candidatos han tenido la oportunidad de preguntar y de responder también
6110500	6114860	que es parte de lo que hemos preparado en este debate presidencial pero más adelante en el
6114860	6120300	próximo bloque van a continuar las preguntas y las respuestas ya de temas libres de temas que los
6120300	6125020	candidatos quieran abordar ellos van a tener la oportunidad de seguir preguntándose porque eso es el
6125020	6130340	debate eso es lo que fomente efectivamente la democracia lo que fomente la posibilidad que
6130340	6134820	usted del otro lado de la pantalla usted que va a ir a votar tenga la posibilidad de acceder a un
6134820	6139620	voto informado como lo decimos siempre nosotros desde uno decide y la red uno este se la porte
6139620	6144940	que hacemos el primer debate televisivo en más de 20 años usted lo está siguiendo a través de la
6144940	6150260	red uno y le agradecemos a nuestros participantes a los candidatos que están esta noche acá en el
6150260	6154460	set pero también le agradecemos la participación usted que está prendido en la pantalla de red
6154460	6159060	uno pero también en las redes sociales marín gracias con carlos la opinión del
6159060	6164340	ciudadano es muy importante en este ejercicio democrático en esta noche del primer debate
6164340	6169220	presidencial esta es la pregunta que tenemos planteadas en nuestras redes sociales quién
6169220	6174540	será el próximo presidente de bolivia continuación vamos a leer algunos comentarios a través de
6174540	6181620	nuestras redes sociales alexander dice samuel futuro presidente 100 días lucía gallegos tuto
6181620	6189580	presidente odoria medina presidente manfred presidente dice rina becerra jonis verdandes
6189580	6197580	de lejos dice fred y sarabia samuel doria medina dice lita lópez luiz dice jorge yroga ramiz
6197580	6205580	samuel presidente clady castro eduardo del castillo del carpio presidente magnolia tuto
6205580	6214300	presidente no hay más dice pablo ribez samuel está presageado eduardo león está entre tuto y
6214300	6221260	samuel el comentario de juan paulo raul torrejón único jonis verdandes que puede representar a
6221260	6227540	los sectores sociales usted continúe participando a través de las redes sociales en este operativo
6227540	6235020	uno decide juan carlos gracias marilín esta noche realmente es una noche donde se vive y se
6235020	6239980	siente la democracia donde escuchamos las propuestas donde obviamente estamos escuchando a quienes
6239980	6245540	están pidiendo su voto el próximo 17 de agosto pero juan carlos en un movimiento no solo aquí
6245540	6250460	adentro en el estudio de la red una bolivia exactamente estamos viendo imágenes en vivo de
6250460	6255860	lo que está ocurriendo en los exteriores de red uno de bolivia ahí las diferentes barras los
6255860	6261580	empatizantes los las personas que están apoyando a su candidato que se han concentrado desde muy
6261580	6267140	temprano para poder esperar a sus candidatos y también escuchar lo que están planteando al país en
6267140	6271580	este debate te propongo que escuchemos un poquito el audio ambiente por favor esto se vive afuera de la
6271580	6272700	red uno de bolivia
6285860	6299300	a la fiesta indudablemente porque es una fiesta democrática así la tiene que vivir todos y
6299300	6304020	cada uno de los bolivianos pero cecilia tenemos que tomar un respiro usted no se vaya porque
6304020	6310780	luego en el próximo bloque se vienen preguntas libres vamos a escuchar a los candidatos preguntarse
6310780	6314940	nuevamente entre ellos lo que ellos vean conveniente a los candidatos que ellos vean
6314940	6319340	conveniente va a ser entre ellos usted va a tener la posibilidad de la oportunidad de
6319340	6324380	escuchar estas preguntas y por supuesto lo más importante escuchar las respuestas estamos en
6324380	6328620	vivo no sólo para el país estamos en vivo para el mundo entero nos están siguiendo en la señal
6328620	6332380	abierta de la red uno de bolivia esto es uno decide pero también en nuestras plataformas
6332380	6337580	digitales nos tomamos un respiro pero no se separe la pantalla ya volvemos ya volvemos que
6363380	6371180	bolivia gracias por acompañarnos gracias por esperarnos estos minutos que estuvimos en nuestra
6371180	6376660	primera pausa realmente hemos tenido la posibilidad de ver juan carnos cómo la gente está interactuando
6376660	6381820	con nosotros muchas gracias en redes sociales en plataformas digitales y también a través de la
6381820	6388220	pantalla gracias por acompañarnos pero seguimos con este debate el primero y el que lo plantea es red
6388220	6393100	uno de bolivia uno decide por un voto informado exactamente a ver a continuación el orden de
6393100	6400980	intervención de acuerdo al sorteo pregunta el candidato johnny fernández la temática es libre
6400980	6407500	puede preguntar lo que quiera de qué temática quiere hablar él y a quién va dirigida la
6407500	6411980	pregunta este es el mecanismo en este segundo bloque en este debate presidencia
6411980	6419500	preguntas cruzadas temática libre orden de intervención el orden de intervención de los
6419500	6423740	candidatos fue realizada mediante sorteo notabiado con los delegados de cada parte de
6423740	6430100	el político y se realiza de la siguiente manera primera intervención johnny fernández ause do
6430100	6436860	alianza fuerza del pueblo cero garramírez alianza libertad y democracia tercera intervención
6436860	6443540	samuel doria medina alianza unidad cuarta intervención manfred reyes villa autonomía
6443540	6450180	para bolivia súmate quinta intervención eduardo del castillo del carpio movimiento al socialismo
6451180	6457700	en este bloque se desarrollarán cuatro rondas de preguntas respuestas réplicas y duplicas cada
6457700	6463460	candidato podrá dirigir una pregunta con temática libre al postulante de su elección con una duración
6463460	6470240	máximo de 15 segundos el candidato consultado responderá en 45 segundos el autor de la pregunta
6470240	6476020	podrá hacer una réplica de 30 segundos y el candidato aludido cerrará con una duplica también
6476020	6487700	de 30 segundos todos preguntan todos responden ya hemos visto el reglamento de este debate ya
6487700	6492540	sabe usted qué es lo que va a ocurrir a partir de este momento entonces sin más preámbulos primer
6492540	6497780	candidato que pregunta elige a quien preguntar 15 segundos para la primera pregunta joni fernández
6497780	6505900	adelante muy bien la pregunta va dirigida al señor samuel doria medina nosotros estamos garantizando
6505900	6511740	que se mantienen los bonos como la renta dignidad y estamos proponiendo aumentar un 10 por ciento
6511740	6519500	usted los mantendrá como también el tema del perdonazo tributario usted va a dar un perdonazo
6519500	6527380	tributario tiempo no solamente que vaya a mantener todos los bonos sino hemos analizado que
6527380	6533340	cuando la situación económica lo permita es importante poner también el bono juancito
6533340	6540820	pinto para la educación preescolar porque ahí hay una muy baja cobertura de educación no
6540820	6548100	llevan las familias a sus niños en la educación preescolar y es fundamental que los niños atiendan
6548100	6555420	a la guardería al parvulario al kindergarten porque es en ese momento donde aprenden más acerca
6555420	6562820	de límites acerca de estimulación temprana acerca de una serie de factores fundamentales entonces
6562820	6572380	se mantienen todos los bonos y diabrabo a juanito pinto para la preescolar joni fernández le pregunté
6572380	6576380	también se le iba a dar el perdonazo tributario pero ya ha dicho que no va a aumentar nosotros
6576380	6580620	vamos a darle 10 por ciento más a todos los bonos y a la renta dignidad estén seguros y el
6580620	6585460	perdonazo tributario es multas intereses nosotros entrando al gobierno inmediatamente vamos a
6585460	6591060	tomar esa medida y la otra medida que hemos dicho muy claro es la remesa porque le engañan a la gente
6591060	6596860	la gente se sacrifica trabajando afuera mandan los remesas en dólares y aquí le dan en boliviano
6596860	6602220	se acabó eso con nosotros y eso creo que debería hacer un compromiso de todos los candidatos
6602420	6609180	la economía del pueblo su pregunta su respuesta por favor pero todos ustedes saben que yo soy
6609180	6615620	una persona responsable y no voy a prometer cosas que no se pueden hacer tenemos un grande
6615620	6624740	sit por demasiado gasto con realmente sería absurdo bajar los gastos y aumentar aumentar
6624740	6631980	más gastos por el otro lado y disminuir ingresos eso no tiene ninguna lógica económica yo
6631980	6637660	soy una persona que conoce que soy serio y voy a manejar bien la economía bien muchas gracias
6637660	6643820	candidato el turno de el candidato Jorge tuto quiroga pregunta temática libre y elige a quién va
6643820	6650620	dirigida su pregunta adelante de tuto insisto sobre un tema que está en el tapete de discusión no se
6650620	6656940	puede hacer nada con el hitio a espaldas de potosí están tratando de forzar la aprobación de dos
6656940	6664860	contratos sería importante en aras de ser constructivos que todos tomemos una posición clara no
6664860	6672940	a quien va dirigida la pregunta a guardo del castillo muchas gracias ex ministro lo siguiente
6672940	6678100	decirle a todo el pueblo boliviano ya lo hemos manifestado con anterioridad primero que se debe
6678100	6682220	hacer en este país es tener reuniones con el departamento oruro y con el departamento de
6682220	6686620	potosí que son los dos departamentos productores y desde el movimiento al socialismo el día de
6686620	6693660	ayer en potosí planteamos una nueva ley del hitio que establezca al menos el 11 por ciento de regalías
6693660	6698620	para los departamentos productores tanto del departamento oruro como en el departamento de
6698620	6704580	potosí el segundo elemento vamos a crear el impuesto directo al hitio y sus direyados como se
6704580	6709460	manejó en el mejor momento la gasolina antes que algunas personas se desviaran por intereses
6709460	6714780	políticos personales partidarios hay que administrar de la misma manera el hitio en nuestro
6714780	6724020	país pensando siempre en bolivia por que adelante insisto por última vez podemos seguir hablando de
6724020	6730660	lo que pasó hace 20 años 30 años los bolivianos potosí quieren saber los contratos en el congreso
6730660	6737020	si va a pedir que se difiera su tratamiento hasta que llegue un nuevo gobierno y en aras
6737020	6742220	de ser constructivo para cuidar el patrimonio de los bolivianos también le pregunto a aduardo
6742220	6750060	si va a pedir que se preserve la mitad del oro o va a impulsar que se viole la ley y terminen de
6750060	6756700	saquear bolivias del fondo parece que no nos ha escuchado el candidato tuto nuevamente le decimos
6756700	6763260	que primero está bolivia primero está el pueblo y precisamente esta candidatura responde a los
6763260	6768540	intereses del bloque popular y de la juventud de nuestro país nosotros no vas vamos a hipotecar
6768540	6773820	los sueños de la juventud como ya lo hicieron en el pasado rifando y vendiendo todas las empresas
6773820	6779900	como ocurrió en la década de los 90 como ocurrió a principios del 2000 primero una ley del hitio
6779900	6786500	para oruro y para potosí pensando primero en las familias bolivianos muchísimas gracias queremos
6786500	6791020	recordarles a los candidatos por favor y ustedes también en casa que esta ronda de preguntas y
6791020	6796300	respuestas es de temática libre el candidato elige a quién le va a preguntar y lo que va a preguntar
6796300	6801860	y responde obviamente el otro candidato al que va dirigida la pregunta le preguntamos a quién va a
6801860	6807700	preguntar a usted don samuel doria medina adelante su turno yo quisiera preguntarle a andrónicos
6807700	6814660	rodríguez pero como no ha venido le voy a preguntar a eduardo del castillo usted sabe eduardo de que
6814660	6822980	se han generado como 70 empresas nuevas que le den en 100 mil millones de bolivianos al banco
6822980	6827140	central porque tienen pérdidas y más pérdidas sólo cinco ganan dinero
6828820	6835700	yo le puedo demostrar con números todo lo contrario samuel en decorporación ha generado más de
6835700	6841900	mil 200 millones de bolivianos en la gestión 2024 yacimientos corporación ha generado más de
6841900	6848500	mil millones de bolivianos con mi bol más de 311 millones de bolivianos la gestora 135 millones
6848500	6853380	de bolivianos boa 84 millones de bolivianos y podríamos quedarnos toda la noche sin embargo
6853380	6858380	queremos manifestar que nosotros emergentes del bloque popular no vamos a permitir que vuelvan a
6858380	6863780	quebrar las empresas para luego rematarlas en beneficio de unos cuantos de qué ha servido la
6863780	6869140	privatización de las empresas y bolivia no creció ese tiempo y les mesmaron los ingresos a
6869140	6873420	las familias que están en sus casas en sus hogares mientras usted era ministro de planificación
6874420	6880900	bueno parece que vivimos en dos países porque si las empresas están muy bien están dando
6880900	6887580	muchas ganancias porque hay crisis económica el problema de la economía es que han invertido
6887580	6893780	el dinero del gas en empresas que dan solamente pérdidas de reitero hay cinco empresas que
6893780	6901100	dan ganancias pero hay 60 que dan pérdidas por miles de millones de bolivianos y le deben al banco
6901100	6907380	central de bolivia 100 mil millones de bolivianos estudia un poco más eduardo se va a dar cuenta
6907380	6914700	la realidad bien muchísimas gracias al candidato es momento de la por favor perdón tamuel doria
6914700	6919300	medina no sé quién será su próximo ministro de economía espero que no sea el subsecretario de
6919300	6924260	salud que estuvo involucrado en el caso de los respiradores en esos casos lamentables en el
6924260	6928980	cual le robaron en plena pandemia sin embargo haciendo un balance entre las empresas que generan
6928980	6934180	utilidades y las empresas que generan un déficit hay una balanza comercial positiva de 2.500
6934180	6938660	millones de bolivianos usted sabe que los responsables de la crisis son los bloqueadores tanto en la
6938660	6943620	carretera como la asamblea si no usted nunca hubiese pedido que se aprueben los créditos y hubiese
6943620	6949820	generado una bajada del dólar paralelo en nuestro país ahora sí ahora sí vamos a continuar con
6949820	6955780	esta ronda temática libre la pregunta ojo 15 segundos y por favor al principio candidatos a
